Word,Count
targetOffset,2
getter/setter,2
\"\foo"\\,2
disabled),2
selectors/non-parenthetical,2
non,2
recursion,2
serve,2
faulty,2
NodeList.length,2
Jim,2
Accordion,2
preDispatch,2
\"\reverse"\\,2
Record,2
classRegExp),2
Loosely,2
reappend,2
(#8838),2
three,2
//-dean,2
\anything),\,2
binary,2
https://bugs.webkit.org/show_bug.cgi?id=47182,2
\all,\,2
known,2
non-content,2
Engine,2
key),2
\cookie,\,2
\aria-relevant="\additions"\\,2
zeroed,2
don,2
Mouse,2
\"\background"\\,2
collects,2
.ui-dialog,2
\dequeued,\,2
Focusing,2
vertically,2
jitter,2
#9682:,2
jQuery.event.remove's,2
noDefault,2
1.6.x,2
\opened,\,2
selectmenu,2
standalone,2
BlackBerry,2
(#11500),2
Usage,2
coerce,2
\cache,\,2
post-comma,2
Duration,2
\"\valid/invalid"\\,2
dashes,2
Exit,2
(This,2
savenochange,2
likewise,2
startDate.getTime());,2
observe,2
test/unit/core.js,2
'clean',2
.style,2
en,2
\("\"\\,2
2013-07-03,2
\"\jsonp"\\,2
robust,2
login,2
written,2
http://api.jqueryui.com/datepicker/,2
(anonymous),2
\intersection,\,2
(#13200),2
(#10299/#12915),2
empty-string,2
JQuery/Bootstrap,2
Uppercase,2
Didn't,2
\fractions,\,2
Attaches,2
Purposefully,2
headings,2
specialEasing,2
\name."\\,2
\"\rotate(1rad)"\\,2
http://www.w3.org/TR/CSS21/syndata.html#escaped-characters,2
once),2
\beforeSend,\,2
@copyright,2
wherever,2
restoration,2
\keys,\,2
persist,2
(#8070),2
beforeShowDay,2
any-element,2
Core,2
<b>,2
css_defaultDisplay,2
Quit,2
cssHooks,2
reject_list,2
#7434),2
(#10098);,2
http://api.jqueryui.com/fold-effect/,2
'right':,2
style.removeAttribute,2
Last-Modified,2
lower,2
input's,2
\remain,\,2
bitmask:,2
\document.querySelector("\textarea"\),\,2
\algorithm."\\,2
Stack,2
follow,2
speeds,2
http://api.jqueryui.com/slider/,2
http://www.w3.org/TR/css3-selectors/#whitespace,2
#5280:,2
\"\1"\}\,2
\which,\,2
Selects,2
(again),2
\opacity,\,2
never-ending,2
promotion),2
sparse,2
IE6-10,2
triggering,2
Timeout,2
\retrieval(#6932,\,2
Hotfix,2
\others,\,2
\"\-"\\,2
find/remove,2
21),2
DOM),2
Fold,2
keypresses,2
\arrow,\,2
Operate,2
'format',2
\created,\,2
\0,0\,2
(specifically,2
ratio,2
intended,2
\helper,\,2
namespace(s),2
green(),2
thursday,2
customize,2
\data-wysihtml5-dialog-field="\target"\\,2
binds,2
#6652,2
Filters,2
\ID,\,2
\#12518),\,2
contentEditableElement,2
\applicable,\,2
(fixed,2
*all*,2
yyyy-mm-dd,2
\selectable,\,2
Investigate,2
first;,2
\through,\,2
guarnteed,2
twice,2
(happens,2
changing,2
Computed,2
\$(undefined),\,2
currentItem,2
#12786,2
traditional:,2
Recurse,2
positional,2
signatures,2
What's,2
reverse,2
next/previous,2
defaultChecked/defaultSelected,2
lint,2
exposes,2
'left':,2
\activation,\,2
value2html(),2
(<ul><li>|</li></ul>),2
intersecting,2
conv2,2
1.5.1,2
quote,2
\"\button"\\,2
http://api.jqueryui.com/blind-effect/,2
\"\defaults"\\,2
assure,2
non-codepoint,2
\Specifically,\,2
(click,2
this.outerDimensions,2
tags:,2
(ie6/7),2
worked,2
choke,2
TAG,2
fix-ed,2
(true,2
.ui-dialog-content,2
Walk,2
Announce,2
concatenated,2
X-editable,2
\script,\,2
destroy:composer,2
Kartik,2
getElementsByName,2
Fails,2
http://dev.w3.org/csswg/cssom/#resolved-values,2
Type,2
+home,2
</label>,2
(#2804),2
Behaves,2
(groups,2
assignments,2
non-left-click,2
o,2
https://github.com/xing/wysihtml5,2
camelizing,2
\pane,\,2
retry,2
\"\10px"\\,2
\command,\,2
jQuery.Color(,2
selectedIndex,2
inspection,2
#11809:,2
\"\..."\\,2
(array,2
math,2
Break,2
http://bugs.jquery.com/ticket/9917,2
\"\inner"\\,2
tpt,2
\bind_param("\i"\,\,2
Refresh,2
encoding,2
handle(),2
someone,2
greyscale,2
\#8908,\,2
AG,2
basis,2
(following),2
restoring,2
implicit,2
captures,2
\(#3368,\,2
noConflict,2
specifying,2
drawn,2
wysihtml5.quirks.ensureProperClearing(myContentEditableElement);,2
classid,2
rare,2
elem.tabIndex,2
reappended,2
Flash,2
Mobile,2
\Return,\,2
\know,\,2
\window.getComputedStyle,\,2
sanitize,2
Supplemental,2
\tabs,\,2
memory:,2
#6694,2
Upper,2
\"\from"\\,2
<use>,2
#5509,2
x-editable's,2
(min,2
Detached,2
wider,2
\reloaded,\,2
String.trim,2
late,2
asked,2
CSSOM,2
mismatch,2
wrap(),2
dateFormat,2
Workarounds,2
(h,2
SELECTING,2
caches,2
\select,\,2
gotoEnd,2
http://api.jqueryui.com/resizable/,2
noData,2
keepScripts,2
floating,2
\uid,name\,2
separator,2
filtered,2
\out,\,2
*property*,2
nth-*,2
Sun,2
deletions,2
jQuery.ajaxPrefilter,2
+=,2
http://api.jqueryui.com/sortable/,2
affecting,2
minimumInputLength:,2
auto-linked,2
roundabout,2
Value,2
function(value),2
Own,2
drawing,2
\"\)\,2
:nth-last-child(...),2
tweens,2
<tag>,2
inconsistent,2
unset/protect,2
\option,\,2
\once,\,2
offset[Width/Height],2
Apps,2
searches,2
\document.querySelector("\div[contenteditable=true]"\),\,2
durning,2
\that,\,2
completing,2
0.5,2
membership,2
foo,2
v0.3.0,2
(can't,2
(MIT),2
\"\interactive"\\,2
hide),2
continuing,2
Element-rooted,2
(omit,2
preserve,2
ActiveXObject,2
(#9724),2
newline,2
handlers),2
`i`,2
$.ui.position,2
performant,2
start's,2
value/s,2
http://api.jqueryui.com/scale-effect/,2
$.datepicker.noWeekends,2
(NoScope),2
remember,2
highly,2
Un-match,2
2013-07-03T13:48Z,2
(var,2
came,2
2;,2
Nothing,2
investigating,2
'data-value',2
composite,2
\green,\,2
#6720),2
jQuery.camelCase,2
http://bugs.jquery.com/ticket/13378,2
#11048,2
push.apply,2
Iteration,2
finishes,2
bug:,2
event.target.nodeName,2
syntax:,2
https://github.com/jquery/jquery/pull/764,2
\"\subtract"\,\,2
preferences,2
\"\15"\\,2
completes,2
normalizes,2
trickery,2
here),2
\checked,\,2
blue(),2
connections,2
advance,2
\body"\\,2
.close(),2
<span>ab|c</span>,2
timers,2
.domManip,2
(#8613),2
https://developer.mozilla.org/en-US/docs/CSS/display,2
Choose,2
smarter,2
50%,2
null/undef,2
(ms,2
$username,2
\b,\,2
encountered,2
\relatedTarget,\,2
Or,2
fetch_assoc();,2
framework,2
\measurement,\,2
\onload,\,2
Selectmenu,2
props),2
lookup,2
Lengthen,2
\added,\,2
resolve_list,2
uncomputed,2
Pulsate,2
\"\false"\,\,2
\$(null),\,2
Puff,2
repeated,2
over;,2
key-value,2
Special,2
approximate,2
#12685,2
\(-nn:+nn),\,2
<=9,2
\server,\,2
Alt+page,2
\"\@"\\,2
Erase,2
#9118),2
Speed,2
(#2968),2
16,2
-=,2
Attributes,2
\defined,\,2
http://javascript.nwbox.com/IEContentLoaded/,2
Potentially,2
non-leading,2
args),2
Cross,2
\style,\,2
foundational,2
Firefox),2
object|function,2
\X,\,2
cancellation,2
BELOW,2
non-1,2
figure,2
adjacent,2
central,2
\{Function(string,\,2
executables,2
(they,2
(success,2
\"\#"\\,2
https://developer.mozilla.org/en/DOM/Selection/modify,2
http://api.jqueryui.com/accordion/,2
Limit,2
[title]),2
(response,2
name(s),2
introduce,2
6/7,2
(ISO,2
onFOO,2
(#13203),2
...otherwise,2
progress_list.lock,2
NoModificationAllowedError,2
).find(,2
empty(),2
http://api.jqueryui.com/pulsate-effect/,2
non-accepted,2
\whitespace,\,2
\"\constructor"\\,2
(#5421),2
\"\widget"\\,2
mouseover/out,2
\'a',\,2
\own,\,2
Prefilter,2
value2str(value),2
record,2
\fnDone,\,2
interpretation,2
`typeof,2
3.6,2
\submit,\,2
themes,2
in/out,2
Binding,2
newword:composer,2
(#11426),2
\<table>,\,2
#3838,2
(original,2
(#8876),2
Potapov,2
mime,2
%,2
skeleton,2
deleting,2
\scripts,\,2
learn,2
(mouse,2
Position-in-collection,2
bulk,2
8601),2
uppercase,2
Library,2
Shakes,2
queues,2
domManip,2
Chrome<14,2
Hold,2
\modularized,\,2
QSA/matchesSelector,2
deactivating,2
signature,2
\console.log(startDate,\,2
copy),2
onxxx,2
\outerHeight,\,2
http://api.jqueryui.com/progressbar/,2
mouseups,2
engine,2
mess,2
#4833),2
+end,2
\timeout,\,2
http://www.w3.org/TR/css3-selectors/#attribute-selectors,2
Opera<10,2
collect,2
xmlNode.method`,2
stringParser,2
http://jquery.com/,2
opaque,2
awesome,2
EASING,2
11,2
consistently,2
sides,2
Seems,2
jQuery.Color.names,2
\'us',\,2
\],\,2
keys..,2
elem.style,2
Extending,2
used),2
Non-existent,2
transformation),2
moment,2
socket,2
offsetHeights,2
Prefilters,2
\callable,\,2
notify,2
\optgroups,\,2
callings,2
_create,2
document:,2
free,2
orientation,2
implementations),2
oo,2
(four,2
plus,2
type.namespace,2
Eat,2
`language`,2
parents),2
(#5866:,2
meta,2
Restores,2
...and,2
inline-level,2
reusing,2
\2005,\,2
Strip,2
\$('#username').on('save',\,2
_focusable(),2
:enabled/:disabled,2
jQuery#filter,2
\hyphen,\,2
_refreshValue(),2
(#2865),2
tolerance,2
3339,2
down/+,2
!==,2
*may*,2
Locate,2
offsetWidths,2
semantic,2
string],2
3rd,2
backwards,2
boxSizing,2
hashtable,2
urls),2
\attributes,\,2
Css,2
Transfer,2
effect:,2
preserves,2
[1],2
(mostly),2
to/from,2
tabbing,2
Leverage,2
non-resizable,2
\<code>d,\,2
Clint,2
sweeps,2
(C),2
release,2
determined,2
onblur,2
#12072),2
marginLeft,2
Combinators,2
bookmark,2
propertychange,2
beginning/end,2
spurious,2
Driscoll,2
#4124),2
#6950),2
<1.7,2
$(...)),2
FOO(),2
Implement,2
confuse,2
Regenerate,2
nodeName,2
\scale,\,2
escapes,2
treated,2
Deferreds,2
dirruns,2
$(array),2
\works,\,2
drop-down,2
penalize,2
\modify,\,2
compression,2
\dependencies,\,2
account,2
\setTimeout,\,2
http://api.jqueryui.com/selectable/,2
(where,2
#9469,2
entering,2
\#11382,\,2
expects,2
removals(#10429),2
(always,2
POS,2
\data-wysihtml5-dialog-field="\href"\\,2
\non-resizable,\,2
.slice(),2
\successful,\,2
(TODO:,2
\effect,\,2
Redirect,2
\Krajee.com,\,2
\Sizzle("\#ID"\)\,2
Parentless,2
(#7715),2
changed),2
eminem<br>,2
\however,\,2
\flag,\,2
Maintain,2
(#10093:,2
fnProgress,2
navigation),2
similiar,2
over-caching,2
eventual,2
Main,2
\view,\,2
restrictions,2
Helper,2
Alias,2
offsetWidth,2
scrollTop,2
piece,2
Settings,2
https://bugzilla.mozilla.org/show_bug.cgi?id=491668,2
constrained,2
falling,2
of),2
\country"\></a>\,2
thwart,2
.5,2
marks,2
addClass),2
non-computed,2
timeout:,2
\prefix,\,2
clientX/Y,2
Other,2
\percentage,\,2
up/down/left/right,2
\"\sub-sortables"\\,2
\signature,\,2
v1.5.1,2
Element/input,2
*each,2
optgroup,2
\$.datepicker,\,2
handy,2
\"\anims"\\,2
.cssText,2
subordinates,2
outermost,2
scroll[Width/Height],2
17+,2
editable-element,2
overflowX,2
UNSELECT,2
#11328),2
*real*,2
Source,2
uncompleted,2
Evaluates,2
DOM3,2
bounce,2
http://api.jqueryui.com/selectmenu,2
http://api.jqueryui.com/mouse/,2
#7116,2
input2value(),2
surrounded,2
cut-over:,2
pointing,2
$.ui.plugin,2
expections,2
#5332,2
supported:,2
Proper,2
\wysihtml5.lang.string("\Hello\,2
MathML,2
(IE6,2
\hh:ii',\,2
jQuery.support,2
dialog's,2
stores,2
widgetEventPrefix,2
\support,\,2
compat,2
Slide,2
prohibit,2
seeking,2
query:,2
allowing,2
Beware,2
firefox:,2
displays,2
guaranteed,2
leaking,2
\Object,\,2
compatibility),2
\"\used\,2
expandos),2
$.widget(),2
Subtract,2
1.6,2
================================,2
\adjusted,\,2
(#9518),2
#9587,2
Instance-specific,2
0%,2
simplest,2
isWindow,2
pairs,2
originalEvent,2
\define,\,2
valueToWrite,2
pageX/Y,2
corner,2
undefined`,2
Descend,2
em,2
<code>{success:,2
anotherDiv,2
Initialise,2
misbehaviors,2
\up,\,2
proxiedPrototype,2
Preventing,2
liveRegion,2
11.5),2
comment-prolog,2
template:,2
wrappers,2
0/1,2
+down,2
city:,2
#12004,2
get's,2
\callback,\,2
UL,2
\fuzzy,\,2
BMP,2
\above,\,2
any),2
18+,2
anim,2
Version:,2
More,2
Props,2
\console.log(startDateInfo,\,2
expandos,2
Content,2
\[boolean,\,2
\$email=mysqli_real_escape_string($db,$_POST['email']);\,2
dequeued,2
\comparable,\,2
$(function),2
.is(),2
'placeholder,2
alive,2
Contains,2
referenced,2
\"\awesome\,2
(#2709,2
(#8644),2
adds,2
\"\olddisplay"\\,2
AFTER,2
Float,2
#12537,2
keepData,2
value2input(value),2
<code>format</code>,2
feedback,2
treating,2
FIXME:,2
opera:,2
maintained,2
\locally,\,2
*know*,2
Draggable,2
playing,2
\listener,\,2
different:,2
\strict"\\,2
Button,2
Short,2
checklist,2
Blur,2
ever,2
overzealous,2
loaders,2
lies,2
-10,2
'value',2
jigsaw,2
morphs,2
func,2
jQuery.speed(),2
brute,2
By,2
intersected,2
#2330,2
sensitivity,2
gEBCN,2
contextmenu,2
._close(),2
unsaved,2
speech,2
\zone,\,2
resolves,2
\checkbox,\,2
EFFECTS,2
\(#6911,\,2
*=,2
Be,2
#11356:,2
\stylesheet),\,2
though,2
Populate,2
Item,2
mouseStart,2
innermost,2
//can,2
calculations,2
foo<br>bar<br>,2
=====================,2
(just,2
10-12/IE8,2
resizable-handle,2
\id="\list"\>\,2
nobody,2
modals,2
newly-set,2
Snapshot,2
Have,2
reading,2
control/command,2
\midday),\,2
W3C,2
Webkit/Opera,2
throws:,2
\omitted,\,2
pull,2
(child|of-type),2
Raw,2
extended:,2
headers/mimetypes,2
useless,2
`response`,2
mouseover),2
\same,\,2
350,2
dataFilter,2
\strict"\;\,2
verified,2
\happened,\,2
donor's,2
camel,2
Wed,2
synchronise,2
===>,2
holds,2
`matchedCount`,2
shrinking,2
Explode,2
dest.innerHTML,2
http://api.jqueryui.com/tabs/,2
pages,2
compile,2
autoinserted,2
nodes;,2
safety,2
computation,2
uncatchable,2
\"\+"\\,2
\Edwards"\\,2
xn+y,2
(Thanks,2
\"\complete"\\,2
power,2
`arguments.length`,2
\"\activate"\\,2
space-separated,2
(depends,2
\"\type"\\,2
visibility:hidden,2
essentially,2
Autocomplete,2
non-forgettable,2
Dec,2
\(#8809,\,2
consist,2
arguments),2
parenthesis,2
(inclusive),2
Double,2
\Rangy,\,2
#4378),2
re-trigger,2
\"\computed\,2
trigger;,2
http://api.jqueryui.com/slide-effect/,2
(modified,2
tbd,2
\filter,\,2
\zoom,\,2
newNode,2
_on(),2
Done,2
Derive,2
\language,\,2
come,2
internally.),2
\#8545,\,2
\data-type="\select"\\,2
text),2
\intersects,\,2
Expr.cacheLength),2
event;,2
:only-*,2
validthis:,2
please,2
Lowercase,2
\document.querySelector("\div.preview"\);\,2
booleans,2
\Worse,\,2
Pipe-separated,2
oh,2
this.element,2
actualHeight),2
watch,2
(starting,2
Url,2
Does,2
\floats,\,2
senstitivity,2
\"\allow-scripts"\\,2
heavily,2
Modern,2
<span>,2
data(),2
$(context).find(expr),2
\before,\,2
thx,2
\"\interpolation"\\,2
\one,\,2
http://mikepultz.com/2011/03/accessing-google-speech-api-chrome-11/,2
Delegated,2
\jQuery.access,\,2
Hope,2
http://github.com/vitalets/x-editable,2
chains,2
deal,2
customise,2
\function(response,\,2
cancelHelperRemoval,2
IE7/IE8,2
$.ui,2
`matcher`,2
v2.1.2,2
specified;,2
mouseenter/leave,2
Determines,2
\TextRange,\,2
(Chrome,2
modeled,2
Progressbar,2
Removes,2
\postFinder,\,2
image.load,2
\button,\,2
declared,2
-W018,2
\Deferred,\,2
Easily-parseable/retrievable,2
locate,2
constant,2
themselves,2
Language,2
`2`,2
environments,2
alpha(),2
Shortcuts,2
\images,\,2
unreliable,2
styling,2
selectedDate,2
:lang(),2
.toLowerCase(),2
.trigger(),2
frameset,2
password,2
dont,2
Local,2
collapsing),2
Disconnected,2
cancelBubble,2
Translates,2
\Bootstrap,\,2
non-submitting,2
.isFunction(),2
\combinator,\,2
\"\text2"\},\,2
\dd,\,2
SVG,2
screw,2
General-purpose,2
One-time,2
data-params,2
says,2
6.0.3/Chrome,2
pattern,2
http://api.jqueryui.com/jQuery.widget/,2
(#9646),2
compiled,2
differentiate,2
renderAxis,2
chrome),2
Combodate,2
replacing,2
non-xml,2
stripped-down,2
\string,\,2
\methods,\,2
parents*,2
#10324,2
\$password,\,2
objects),2
(nnnn:-n),2
\rgba(0,0,0,0)\,2
addEvent,2
args,2
(path_to_project/lib/css/wysiwyg-color.css),2
past,2
IE9-10,2
Reason,2
.text(),2
click:,2
document.domain,2
startDateInfo.getTime());,2
serialize,2
positional/relative,2
pos.height,2
(value,2
\type="\button"\\,2
&copy;,2
confoundingly,2
retrieval(#12072),2
offsetLeft,2
decimal,2
ajax/jsonp.js,2
(hard,2
<textarea></textarea>,2
expressed,2
#8237,2
metaKey==false,2
\Container,\,2
success:,2
report,2
onchange,2
Either,2
\innerWidth,\,2
\.is("\:disabled"\)\,2
`{newValue:,2
Contents,2
puff,2
].disable;,2
($(window).scrollTop(),2
Android<4.0,2
world,2
spec:,2
colon,2
whichever,2
#13143),2
Instead,2
RegExp,2
Trim,2
http://bugs.jqueryui.com/ticket/9446,2
holding,2
false/true,2
text/comment,2
sensitive,2
\open()),\,2
\textarea,\,2
CommonJS,2
\bound,\,2
:empty,2
**i18n**,2
(mediates,2
Precompute,2
#7778,2
cache:,2
Segment,2
$(DOMElement),2
removals,2
(#7531:,2
region's,2
(container,2
according,2
same-domain,2
isHidden,2
yourself,2
style.filter,2
qSA,2
Wrapped,2
period,2
(http://www.robertpenner.com/easing),2
impossible,2
[autofocus],2
$('#dob').editable({,2
to:,2
\pseudos/brackets,\,2
selectee,2
`match`,2
elsewhere),2
-left,2
pos.width,2
CSP,2
\"\Control"\\,2
removeClass),2
numerical,2
speed),2
this.$clear.height()),2
html2value(html),2
IE>8,2
_updateDatepicker,2
Sizzle.js,2
Widget,2
provides,2
removeAttribute,2
[0],2
window.location,2
\level,\,2
operator,2
High,2
Building,2
editing,2
(#13208),2
spinning,2
Runs,2
(sandbox),2
\dash,\,2
Mon,2
Watch,2
\negative,\,2
$,2
#5443),2
\"\GET"\\,2
Was,2
http://api.jqueryui.com/spinner/,2
(add),2
Lock,2
exposing,2
http://api.jqueryui.com/bounce-effect/,2
INTERNAL,2
smart,2
\"\move-negative-gazillion"\\,2
position:,2
1.2.2,2
\transport,\,2
div.attachEvent,2
constrain,2
optimization,2
?),2
add/subtract,2
ONLY,2
'forcePlaceholderSize,2
]]>,2
positive,2
editable),2
manual,2
#7772),2
(#8740),2
non-escaped,2
@license,2
libraries,2
cssExpand,2
continually,2
(at,2
\#8559,\,2
curCSS,2
Iframe,2
http://demos.krajee.com,2
retokenization,2
&&,2
corrected,2
zone,2
$(html),2
protocol-less,2
_open(),2
#5701,2
Functions,2
http://api.jqueryui.com/drop-effect/,2
slightly,2
(function(),2
\focused,\,2
Transports,2
\them,\,2
Unleashes,2
1:,2
Mozilla,2
button/image,2
tried,2
\"\last"\\,2
performance:,2
\username,\,2
submit/change,2
announcement,2
(#9312),2
Non-delegated,2
\"\foo.bar"\\,2
falls,2
IE7),2
keystrokes,2
\"\stacking\,2
effect-transfer.js,2
\cssHooks,\,2
DomRange,2
\#7653,\,2
Types,2
non-empty,2
removal),2
Headers,2
9),2
\option(key,\,2
Panic,2
red(),2
\"\slid"\\,2
\well,\,2
\"\to"\\,2
Cameron,2
.get(),2
prev-derivatives,2
dir,2
hitting,2
Disable,2
aria-activedescendant,2
tween.cur(),2
MM,2
(#10199),2
opt.queue,2
Caja,2
left/entered,2
(+=,2
EOL,2
(#10571),2
statically,2
---------------------,2
http://api.jqueryui.com/fade-effect/,2
_value(),2
IE6/8,2
'new',2
(non-browser),2
Spinner,2
\objects,\,2
$=,2
chaining,2
defaulting,2
apps,2
rethrow,2
\global,\,2
jQuery.css,2
\panels,\,2
(UN)SELECTING,2
\$('#username,\,2
problematic,2
\advance,\,2
\#8138,\,2
\inputs,\,2
padding,2
namespace-only,2
verbose,2
boundary's,2
\fragment."\\,2
http://blindsignals.com/index.php/2009/07/jquery-delay/,2
http://api.jqueryui.com/autocomplete/,2
--------,2
@version,2
50,2
attroperties,2
module.exports,2
(#13180),2
newly-formed,2
wysihtml5.lang.object({,2
Condense,2
preventDefault,2
\"\fired"\\,2
\$.extend,\,2
M,2
attrFixes,2
(http://bugs.jquery.com/ticket/9413),2
Multifunctional,2
\"\table-caption"\\,2
ctrl+home,2
expressions,2
\keyup,\,2
'inherit',2
Editableform,2
Clip,2
needing,2
\anything,\,2
[Full,2
unmodified,2
*something*,2
#5245,2
{Array|Element},2
change_view,2
(IE9/Opera,2
.ui-front,2
Tooltip,2
provided),2
\mm,\,2
differently,2
Cast,2
http://api.jqueryui.com/size-effect/,2
Undo,2
#4512,2
Confirm,2
match[3],2
coming,2
selections,2
aria-valuemax,2
data('editable')),1
onload,1
\"\_blank"\\,1
\"\wysiwyg-color-red"\,\,1
START_TO_END,1
if(reason,1
parser_rules/*.js,1
&nbsp;,1
appends,1
\trigger,\,1
https://connect.microsoft.com/ie/feedback/details/650112,1
\"\Better\,1
\data-value="\1"\\,1
\node."\\,1
...},1
improved,1
this.$input.find('.active').removeClass('active');,1
$('#options').editable({,1
hour,1
(click),1
`false`,1
\password,\,1
array|string|function,1
\"\security"\\,1
overflowing,1
\'empty',\,1
(<br>,1
collapses,1
[commandValue],1
utilites,1
string|object|function,1
(inside,1
https://github.com/twitter/typeahead,1
circumstances,1
\problem,\,1
\loading,\,1
http://stackoverflow.com/questions/7602565/using-data-attributes-with-jquery,1
<b>ab|c|</b>,1
params;,1
data-pk,1
`auto|always|never`,1
bootstrap's,1
\id="\email"\\,1
\'<img>',\,1
\"\value"\,\,1
\"\http://www.google.de"\);\,1
visible),1
speech-to-text,1
\id="\ul"\><li\,1
200);,1
0-11,1
https://github.com/xing/wysihtml5/pull/14,1
\$("\#4"\).checkboxX({threeState:\,1
temporary,1
defines,1
#5,1
\"\toolbar"\\,1
compare),1
customized,1
\id="\user"\>\,1
\value="\http://"\>\,1
blockElement,1
\addEventListener("\error"\)\,1
\http://,\,1
currency,1
Comment:,1
\"\server\,1
\src="\js/moment.min.js"\></script>\,1
CTRL+Y,1
url**,1
\element.ownerDocument.queryCommandState("\italic"\)\,1
2.2),1
getDate(),1
youself:,1
\['text1',\,1
Before,1
\handles,\,1
non-editable,1
Project,1
$('#user').editable({,1
\class="\editable-click"\\,1
\License,\,1
\Christopher"\\,1
\message,\,1
Aleks,1
street,1
\security="\restricted"\>\,1
readonly),1
html5types,1
\'b',\,1
dropdown.js,1
http://blogs.msdn.com/b/ieinternals/archive/2009/09/17/prevent-automatic-hyperlinking-in-contenteditable-html.aspx),1
\Note,\,1
solve,1
https://github.com/vitalets/x-editable-yii/issues/34,1
http://rniwa.com/editing/undomanager.html#the-undomanager-interface,1
\`data-value="\"\`\,1
MMM,1
'[hidden]',1
mirror,1
node:,1
|foo|,1
\sourceData,\,1
bar</span></div></div>,1
cached),1
perfectly,1
(related,1
&lt;something&gt;}</code>,1
`:empty`,1
\wysihtml5.toolbar.Toolbar(editor,\,1
\file://,\,1
close();,1
sourceCache,1
performing,1
ver,1
\data-type="\email"\\,1
'cancel'),1
Scope,1
`format`,1
customText,1
initialisation,1
Grabs,1
\value),\,1
facts:,1
20,1
*single*,1
\"\html"\\,1
Mode,1
\href="\css/datetimepicker.css"\\,1
\"\underline"\,\,1
see's,1
styles),1
moment.method,1
font:,1
\"\undo"\\,1
Enables,1
engine:,1
st,1
WebOS,1
1.4.6,1
saying,1
Read,1
\"\height"\]).from(textarea).to(div).andTo(anotherDiv);\,1
pretty,1
always),1
minViewMode:,1
.offset(tp),1
chnage,1
\id="\options"\\,1
document.selection.createRange();,1
noConflict(),1
\/(\b(((https?|ftp):\/\/)|(www\.))[-A-Z0-9+&@#\/%?=~_|!:,.;\[\]]*[-A-Z0-9+&@#\/%=~_|])/gim\,1
placement.split(',1
12:45</a>,1
\caret,\,1
\setValue(value,\,1
http://getbootstrap.com/javascript/#dropdowns,1
'...'},1
3.05),1
\id="\toolbar"\>\,1
\wasis:,\,1
'<span><span><span><span>I'm,1
\enter,\,1
tip(),1
placing,1
Possibly,1
typing,1
\returned."\\,1
Peter,1
states:,1
http://getbootstrap.com/javascript/#tabs,1
\"\AS\,1
\"\text2"\\,1
CONDITIONS,1
\td.getAttribute("\rowspan"\);\,1
alert.js,1
ajax:,1
container's,1
\"\Empty"\\,1
|</li></ul>,1
\"\group1"\,\,1
\(element,\,1
`id`,1
placement;,1
'text2},1
reveals,1
\"\formatBlock"\)\,1
500),1
entirely,1
Secure,1
//result,1
Subset,1
\"\block"\\,1
range's,1
Usually,1
html.split(/<br\s*\/?>/i);,1
nodeThatContainsCaret,1
<select>,1
attacks,1
`hidden`,1
invalid),1
\4+,\,1
Detaching,1
Delegation,1
coloredElement,1
\writing,\,1
url),1
fragment/element,1
auto-linking,1
server-side,1
viewMode,1
\src="\foo.gif"\>')\,1
wysihtml5.views.*,1
presses,1
\circumstances,\,1
\'text2'},\,1
nodeToString(node));,1
\YYYY',\,1
Iterates,1
MSIE,1
focussed,1
upwards,1
appendChild,1
WYSIHTML5,1
\'dd/mm/yyyy',\,1
`submit`,1
\$('#username').on('hidden',\,1
optimizations,1
bld,1
src=foo.gif,1
building,1
#4,1
etc)..,1
{bool},1
string),1
**Please,1
namespaces,1
wysihtml5.lang.Dialog.prototype,1
[combodate](http://vitalets.github.com/combodate),1
alerts,1
\a={left:"\wysiwyg-float-left"\,right:"\wysiwyg-float-right"\};return\,1
fast,1
//auto-open,1
Uses,1
createRange(),1
(wysihtml5.browser.supportsSpeechApiOn(input)),1
\'<br>',\,1
difference,1
\newsrc:,\,1
source_,1
TO,1
\8+,\,1
(ver,1
Renames,1
tempElement.firstChild,1
END_TO_START:,1
element:,1
annoyances,1
definitely,1
column,1
'click',1
wysihtml5.quirks.redraw(document.body);,1
http://api.jquery.com/jQuery.ajax,1
198px,1
DOCTYPE,1
if(params.response,1
wysihtml5.Selection(editor);,1
$().editableform(options),1
12h,1
\document.querySelector("\[data-wysihtml5-command='insertImage']"\),\,1
with:,1
Manager,1
Partially,1
\<h1>,\,1
`options.format`,1
Image,1
inability,1
\queryCommandSupported,\,1
\"\Append\,1
proto.constructor.valueOf();,1
Abstract,1
rows:,1
Better,1
\"\a"\,\,1
this.$input.select2(this.options.select2);,1
change:textarea,1
\element.ownerDocument.queryCommandState("\bold"\)\,1
\"\IMG"\);\,1
(mousedown,1
Unset,1
if(params.newValue,1
(data),1
\node"\\,1
overlapping,1
(save,1
\"\username\,1
'block',1
//vitalets:,1
STANDARD,1
items),1
unwrapped,1
\data-type="\address"\\,1
mic://,1
Rowls,1
hardcoded,1
actualWidth};,1
i;,1
key=>value,1
hits,1
name),1
reassigned,1
yet),1
\KIND,\,1
textareaElement,1
.css({,1
it.<br>,1
(',1
<code>ignore</code>,1
https://github.com/vitalets/x-editable/issues/37,1
table!</td></tr></tbody></table>';,1
as:,1
\commands.supports("\createLink"\);\,1
<blockquote>),1
auto-submitted,1
afterwards,1
(defaults,1
